Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
"Imamade, Korekara",6.5,470,16082,13960,1183,0,Doujinshi,1,4,Finished,"Aug  15, 2010 to Dec  30, 2012","[""'Boys Love'"", ""'Slice of Life'"", ""'School'""]",Seinen,Manga Time Family,"[""'Hayakawa,Nojiko'""]",2010-08-15,2012-12-30,0,0,0,0
Soku Hame Bitchinpo in Summer,6.5,156,16083,24047,485,1,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Shimaji'""]",2014-08-17,2014-08-17,0,0,0,0
Seisenryou 207-gou,6.5,151,16084,27013,385,4,Doujinshi,2,2,Finished,"May  25, 2014 to Aug  14, 2016","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'locon'""]",2014-05-25,2016-08-14,0,0,0,0
Futanari Musume ga Ryouteashi wo Kotei Sarete Nando mo Kyouseiteki ni Shasei Saserareru dake no Hon,6.5,106,16085,28802,337,0,Doujinshi,3,2,Finished,"Jun  19, 2011 to Aug  11, 2013","[""'Hentai'""]",Seinen,Reijin,"[""'Kurenai,Yuuji'""]",2011-06-19,2013-08-11,0,0,0,0
Ore no Kawaii Namaiki de Bitch na Otoko no Ko,6.5,117,16086,30746,289,1,Doujinshi,1,2,Finished,"Jul  28, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Comic ExE,"[""'Dozamura'""]",2012-07-28,2012-07-28,0,0,0,0
Imouto-Lip: Mayu no Fuyuyasumi-hen,6.5,172,16087,24335,474,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Hentai'""]",Seinen,Reijin,"[""'Yuzuki N''""]",2012-12-31,2012-12-31,0,0,0,0
Ashita wa Umi,6.5,111,16088,32412,255,1,Doujinshi,1,2,Finished,2008,"[""'Boys Love'"", ""'Erotica'""]",Shoujo,drap,"[""'Ueda,Yuu'""]",2008-01-01,2008-01-01,0,0,0,0
Inferior ♂,6.5,127,16089,28481,344,2,Doujinshi,6,2,Finished,"Aug  15, 2004 to Dec  30, 2008","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Katou,Jun'""]",2004-08-15,2008-12-30,1,1,0,0
School Fuuzoku♥,6.49,133,16160,27638,367,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'"", ""'School'""]",Shoujo,Reijin,"[""'Jyura'""]",2014-08-17,2014-08-17,0,0,0,0
Okusama to Maid-san,6.49,322,16161,18611,760,0,Doujinshi,1,2,Finished,"Sep  29, 2013","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Mira'""]",2013-09-29,2013-09-29,0,0,0,0
FistFesta!,6.49,144,16162,28555,342,1,Doujinshi,1,1,Finished,"Nov  14, 2010","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Manga Time Family,"[""'Z-ton'""]",2010-11-14,2010-11-14,0,0,0,0
Classmate no Majime Iinchou wa Kakure Kuro Gal,6.48,131,16163,24394,472,3,Doujinshi,1,2,Finished,"Feb  26, 2017","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'stem'""]",2017-02-26,2017-02-26,0,0,0,0
E.R.I.N.A.,6.48,291,16164,18806,749,4,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Hentai'""]",Seinen,Comic ExE,"[""'Hiten'""]",2017-08-13,2017-08-13,0,0,0,0
Kanojo ga Aishita Kidnapper,6.48,138,16165,27421,374,3,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Seinen,Badi,"[""'Ichihaya'""]",2016-08-14,2016-08-14,2,1,1,0
Tonari no Okaasan,6.48,182,16166,24229,478,4,Doujinshi,1,2,Finished,"Dec  29, 2014","[""'Hentai'""]",Seinen,Galette,"[""'Mogiki,Hayami'""]",2014-12-29,2014-12-29,0,0,0,0
Valentine's Magic,6.48,108,16396,31489,274,0,Doujinshi,1,1,Finished,"Feb  2, 2014","[""'Girls Love'"", ""'School'""]",Seinen,Badi,"[""'Takemiya,Jin'""]",2014-02-02,2014-02-02,0,0,0,0
Kyouchou no Yume (The dream of mad morpho butterflies.),6.48,173,16397,22889,529,0,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Supernatural'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Usagi,Nagomu'""]",2013-12-31,2013-12-31,0,0,0,0
JS to Hadakanbo de Hitobanjuu Otomari shitara...,6.47,102,16388,30764,288,1,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,Badi,"[""'Shimaji'""]",2016-12-31,2016-12-31,0,0,0,0
Another♥Another♥World,6.47,166,16389,25756,425,0,Doujinshi,1,4,Finished,"Oct  24, 2010","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Yuzuki N''""]",2010-10-24,2010-10-24,0,0,0,0
Sexual Alien! Benjo no Megami wa Uchuujin!,6.47,110,16390,27136,382,0,Doujinshi,1,2,Finished,"Jun  20, 2009","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Butcha-U'""]",2009-06-20,2009-06-20,0,0,0,0
Organic,6.47,364,16391,20497,649,0,Doujinshi,1,1,Finished,1996,"[""'Boys Love'"", ""'Sci-Fi'"", ""'Erotica'""]",Seinen,Badi,"[""'Naono,Bohra'""]",1996-01-01,1996-01-01,1,0,0,1
Pochiyama at the Pharmacy,6.47,859,16433,9493,1992,4,Doujinshi,1,4,Finished,"Dec  30, 2005 to ?","[""'Comedy'"", ""'Slice of Life'""]",Seinen,Comic Valkyrie,"[""'ABe,Yoshitoshi'""]",2005-12-30,Updating,3,1,2,0
Ojousama to Maid-san ga Yuri-Yuri suru Manga,6.46,198,16434,23704,498,1,Doujinshi,1,2,Finished,"Nov  18, 2012","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Reijin,"[""'Mira'""]",2012-11-18,2012-11-18,0,0,0,0
Joker Trap,6.46,1036,16435,9513,1986,1,Doujinshi,2,2,Finished,2009 to ?,"[""'Boys Love'"", ""'Romance'"", ""'Erotica'""]",Shoujo,Galette,"[""'Tennouji,Mio'""]",2009-01-01,Updating,1,0,1,0
Tonari no JK ni Odosarete Iribitararetemasu (Naki,6.45,120,16436,26233,409,4,Doujinshi,1,2,Publishing,"Apr  29, 2019 to ?","[""'Hentai'""]",Shoujo,Reijin,"[""'Yukiyoshi,Mamizu'""]",2019-04-29,Updating,0,0,0,0
Yoru to Asa no Uta dj - Aru Otoko no Higeki,6.45,664,16437,11907,1468,2,Doujinshi,1,2,Finished,"Apr  16, 2016","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Harada'""]",2016-04-16,2016-04-16,0,0,0,0
Anoko no Mizugi dj - Hanayome no Mizugi,6.45,189,16438,25450,435,3,Doujinshi,1,2,Finished,"Dec  30, 2011","[""'Boys Love'"", ""'Comedy'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Kamon,Saeko'""]",2011-12-30,2011-12-30,0,0,0,0
Chotto dake! Hentai Rui-chan Daibousou,6.45,103,16439,31249,278,2,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Comic ExE,"[""'Mira'""]",2011-12-31,2011-12-31,0,0,0,0
Futari dake no Himitsu +,6.45,111,16440,28738,338,2,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Badi,"[""'NemuNemu'""]",2010-08-15,2010-08-15,0,0,0,0
Zenra de Suiei no Jugyou!!,6.44,142,16441,27478,372,2,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Guglielmo'""]",2015-08-16,2015-08-16,0,0,0,0
Eien Extra,6.44,140,16442,27242,379,1,Doujinshi,1,2,Finished,"Dec  31, 2010","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Saikawa,Yusa'""]",2010-12-31,2010-12-31,0,0,0,0
Kira,6.44,114,16443,29014,331,1,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Reijin,"[""'Makuro'""]",2011-08-14,2011-08-14,0,0,0,0
S-ka Chuuihou! (Sadist Warning!),6.44,476,16444,16075,959,2,Doujinshi,1,1,Finished,"Dec  30, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Minami,Haruka'""]",2008-12-30,2008-12-30,0,0,0,0
Shounen Ebisen,6.44,175,16445,28202,351,1,Doujinshi,1,1,Finished,2004,"[""'Boys Love'"", ""'Erotica'""]",Shoujo,Magazine Cyberia,"[""'CJ Michalski'""]",2004-01-01,2004-01-01,0,0,0,0
Mellow Pillow,6.43,181,16446,26931,388,0,Doujinshi,1,2,Finished,"Oct  1, 2017","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Suehiro,Machi'""]",2017-10-01,2017-10-01,0,0,0,0
Mememori-kun ni wa Kanawanai,6.43,177,16845,23522,506,1,Doujinshi,2,2,Finished,"Aug  12, 2019 to Dec  30, 2019","[""'Comedy'"", ""'Romance'"", ""'Magical Sex Shift'""]",Seinen,Manga Time Family,"[""'Moricocco'""]",2019-08-12,2019-12-30,0,0,0,0
Futago Epidendrum,6.43,125,16846,29882,309,0,Doujinshi,1,2,Finished,"May  26, 2013","[""'Girls Love'"", ""'Erotica'""]",Seinen,Galette,"[""'Orico'""]",2013-05-26,2013-05-26,1,1,0,0
Samen Toilet Devils,6.43,182,16847,23276,514,7,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Galette,"[""'Jyura'""]",2014-12-30,2014-12-30,0,0,0,0
Chotto dake!,6.43,159,16848,26310,407,0,Doujinshi,2,2,Finished,"Sep  20, 2010 to Mar  21, 2011","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Manga Time Family,"[""'Mira'""]",2010-09-20,2011-03-21,0,0,0,0
Mizugi de Shiyo!,6.43,108,16849,30157,303,1,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'"", ""'Crossdressing'""]",Seinen,Manga Time Family,"[""'Piririnegi'""]",2013-08-11,2013-08-11,0,0,0,0
Unsweet Inoue Ai Watashi wa Dare wo Aishiteru no... Daisuki na Koibito... Soretomo Aitsu...,6.43,104,16850,29101,329,0,Doujinshi,2,2,Finished,"Apr  27, 2014 to Nov  23, 2015","[""'Hentai'""]",Seinen,Galette meets,"[""'Tanaka,Aji'""]",2014-04-27,2015-11-23,0,0,0,0
Saishou Kouyakusuu,6.43,238,16851,25003,449,1,Doujinshi,2,2,Finished,"Jul  24, 2007 to Apr  29, 2009","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Itto'""]",2007-07-24,2009-04-29,0,0,0,0
Farfalla,6.43,107,16852,30196,302,5,Doujinshi,3,2,Finished,"Aug  15, 2010 to Aug  12, 2012","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Ruen,Rouga'""]",2010-08-15,2012-08-12,0,0,0,0
Childhood's End,6.43,182,16853,24220,478,0,Doujinshi,1,2,Finished,"Aug  17, 2008","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Gotoh,Juan'""]",2008-08-17,2008-08-17,0,0,0,0
Tousan to Boku,6.42,176,16854,26279,408,2,Doujinshi,2,2,Finished,"May  3, 2014 to Aug  16, 2015","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Tsukuru'""]",2014-05-03,2015-08-16,0,0,0,0
Studio Men,6.42,504,16949,14732,1093,1,Doujinshi,1,2,Finished,"May  5, 2015","[""'Slice of Life'"", ""'Supernatural'""]",Seinen,Comic ExE,"[""'Matsuse,Daichi'"", ""'Yamamoto,Souichirou'""]",2015-05-05,2015-05-05,0,0,0,0
Nise x Koi Boyfriend dj - Henshin Shichau,6.42,598,16982,13460,1247,2,Doujinshi,1,2,Finished,"Oct  19, 2014","[""'Boys Love'"", ""'Comedy'"", ""'Romance'"", ""'Crossdressing'""]",Seinen,Galette meets,"[""'Yamamoto,Ataru'""]",2014-10-19,2014-10-19,0,0,0,0
No Sex No Teens!,6.42,139,16983,30707,290,0,Doujinshi,1,2,Finished,"May  5, 2013","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Manga Time Jumbo,"[""'Tsukumo,Gou'""]",2013-05-05,2013-05-05,0,0,0,0
Les Chuu Life,6.42,128,16984,30343,298,0,Doujinshi,6,2,Finished,"Dec  31, 2007 to Dec  31, 2012","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Badi,"[""'Hidari,Kagetora'""]",2007-12-31,2012-12-31,0,0,0,0
Cha!!,6.42,117,16985,29344,322,1,Doujinshi,1,2,Finished,"Mar  1, 2010","[""'Hentai'""]",Seinen,Comic ExE,"[""'Sanagi,Torajirou'""]",2010-03-01,2010-03-01,0,0,0,0
Cho-co-la-te.,6.42,143,17012,31064,282,3,Doujinshi,1,2,Finished,"Feb  13, 2011","[""'Girls Love'"", ""'Romance'"", ""'School'""]",Shoujo,Reijin,"[""'Rakuji,Tarahi'""]",2011-02-13,2011-02-13,0,0,0,0
"Imasara desu ga, Osananajimi wo Suki ni Natte Shimaimashita (It's a Little Late, but I've Fallen in Love with My Childhood Friend)",6.41,512,17121,8544,2281,4,Doujinshi,1,2,Publishing,"Aug  12, 2024 to ?","[""'Comedy'"", ""'Romance'"", ""'School'""]",Shoujo,Comic Valkyrie,"[""'Maruto,Fumiaki'"", ""'Yom'""]",2024-08-12,Updating,6,4,0,2
Uso de Ii node.,6.41,168,17097,26626,397,0,Doujinshi,1,2,Finished,"Feb  12, 2017","[""'Girls Love'""]",Shoujo,Comic Valkyrie,"[""'Musshu'""]",2017-02-12,2017-02-12,1,0,1,0
Tsuma to Charao ga Kieta NTR Bedroom,6.41,194,17098,21047,618,5,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,Reijin,"[""'Arakure'""]",2016-12-31,2016-12-31,0,0,0,0
Hatsukoi no Chikai,6.41,240,17084,24190,479,1,Doujinshi,1,1,Finished,"Mar  2, 2014","[""'Girls Love'""]",Shoujo,Manga Time Family,"[""'Takemiya,Jin'""]",2014-03-02,2014-03-02,0,0,0,0
Hokenshitsu no Shounen,6.41,135,17085,27598,368,1,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Galette,"[""'Shimaji'""]",2011-08-14,2011-08-14,0,0,0,0
Fan dj - White Daisy,6.41,239,17086,23296,514,0,Doujinshi,1,1,Finished,"Dec  29, 2002","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Yamato,Nase'""]",2002-12-29,2002-12-29,0,0,0,0
"Koushuu Toilet Danshi: Hajimete no, Aokan",6.4,109,17087,31915,265,1,Doujinshi,2,2,Finished,"Mar  30, 2014 to Aug  15, 2014","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Manga Time Jumbo,"[""'Tsukumo,Gou'""]",2014-03-30,2014-08-15,0,0,0,0
Usa Nyan,6.4,102,17088,27661,367,1,Doujinshi,4,2,Finished,"Feb  19, 2012 to Aug  17, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Seinen,Galette meets,"[""'Makuro'""]",2012-02-19,2014-08-17,0,0,0,0
Futanari Musume Otokoyu Mission,6.4,129,17089,26902,389,0,Doujinshi,4,2,Finished,"Oct  14, 2012 to Dec  30, 2014","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Kurenai,Yuuji'""]",2012-10-14,2014-12-30,0,0,0,0
Yurikamone,6.4,176,17174,20445,651,2,Doujinshi,1,3,Finished,"Aug  11, 2013","[""'Drama'"", ""'Girls Love'"", ""'Supernatural'""]",Seinen,Magazine Cyberia,"[""'Dowman,Sayman'""]",2013-08-11,2013-08-11,0,0,0,0
Maid-san wa Majo,6.4,111,17151,30669,290,1,Doujinshi,1,2,Finished,"Feb  11, 2001","[""'Comedy'""]",Shoujo,Manga Time Jumbo,"[""'Takeuchi,Takashi'""]",2001-02-11,2001-02-11,0,0,0,0
Succubus no Yuri na Hanashi,6.39,376,17152,15775,988,4,Doujinshi,2,2,Finished,"Dec  30, 2019 to May  4, 2020","[""'Girls Love'"", ""'Supernatural'"", ""'Erotica'"", ""'School'""]",Seinen,Galette meets,"[""'Shiratama,Mochi'""]",2019-12-30,2020-05-04,0,0,0,0
Underwear x Swimwear,6.39,145,17247,27693,366,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Girls Love'""]",Seinen,Magazine Cyberia,"[""'Tachi'""]",2014-12-30,2014-12-30,1,0,1,0
Futanari Kanojo to Inran Switch,6.39,107,17248,30260,300,1,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Hentai'""]",Seinen,Comic ExE,"[""'Piririnegi'""]",2012-12-31,2012-12-31,0,0,0,0
Kourou Series,6.39,166,17249,25020,449,1,Doujinshi,6,2,Finished,"Mar  4, 2012 to Aug  16, 2015","[""'Boys Love'"", ""'Hentai'"", ""'Historical'""]",Seinen,Comic ExE,"[""'locon'""]",2012-03-04,2015-08-16,0,0,0,0
Inu Usa Neko 2,6.39,229,17244,27207,380,0,Doujinshi,1,1,Finished,"Jan  6, 2009","[""'Slice of Life'""]",Shoujo,Badi,"[""'o-ji'""]",2009-01-06,2009-01-06,0,0,0,0
Guru☆Guru: Triangle Struggle,6.38,236,17287,23140,520,0,Doujinshi,6,2,Finished,"Feb  3, 2013 to Aug  18, 2013","[""'Comedy'"", ""'Girls Love'""]",Seinen,Galette,"[""'Camotamang'""]",2013-02-03,2013-08-18,0,0,0,0
Colorful,6.38,105,17288,32584,252,0,Doujinshi,2,2,Finished,"Aug  14, 2011 to Dec  31, 2011","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Reijin,"[""'Saikawa,Yusa'""]",2011-08-14,2011-12-31,0,0,0,0
"Natsu, Tsuma no Sentaku",6.37,177,17289,22198,562,3,Doujinshi,1,2,Finished,"Aug  12, 2018","[""'Hentai'""]",Seinen,Reijin,"[""'Katsurai,Yoshiaki'""]",2018-08-12,2018-08-12,0,0,0,0
Oi JK♂,6.37,128,17290,28422,346,1,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Shoujo,Reijin,"[""'Tsukuru'""]",2013-08-11,2013-08-11,0,0,0,0
Shinigami-chan ga Yuku☆,6.37,261,17291,22195,563,1,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic ExE,"[""'Yodogawa,Yuo'""]",2011-12-31,2011-12-31,0,0,0,0
Zwembad,6.37,118,17292,33281,240,0,Doujinshi,1,2,Finished,"Dec  30, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,drap,"[""'Mizuki,Gai'""]",2009-12-30,2009-12-30,0,0,0,0
Doukyuusei no Ouchi no Jouji,6.37,181,17293,25296,440,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Badi,"[""'Shimaji'""]",2012-12-31,2012-12-31,0,0,0,0
Tomodachi no Haha wo Okasu,6.37,143,17294,28319,348,2,Doujinshi,1,2,Finished,"Nov  2, 2006","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'REDLIGHT'""]",2006-11-02,2006-11-02,0,0,0,0
Uchujin desu ga Shitsumon desu.,6.37,141,17440,19900,681,3,Doujinshi,2,2,Finished,"Dec  31, 2006 to Dec  31, 2007","[""'Comedy'""]",Seinen,Magazine Cyberia,"[""'ABe,Yoshitoshi'""]",2006-12-31,2007-12-31,0,0,0,0
Graphite,6.36,111,17441,34033,229,0,Doujinshi,1,2,Finished,"Sep  13, 2015","[""'Girls Love'"", ""'Erotica'"", ""'School'""]",Shoujo,Magazine Cyberia,"[""'Takemiya,Jin'""]",2015-09-13,2015-09-13,0,0,0,0
Aru Ballet Kyoushitsu no Super YSJ Tokkun to Yara,6.36,104,17442,33883,231,1,Doujinshi,1,2,Finished,"May  3, 2016","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'LENA[A-7]'""]",2016-05-03,2016-05-03,0,0,0,0
Kougyaku Ingi,6.36,111,17443,29162,327,1,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Kazuhiro'""]",2014-12-30,2014-12-30,0,0,0,0
Hanauta Apartment,6.36,269,17444,22760,536,0,Doujinshi,1,2,Finished,2007,"[""'Boys Love'"", ""'Romance'"", ""'Slice of Life'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Ogura,Muku'"", ""'Kobato,Mebaru'""]",2007-01-01,2007-01-01,0,0,0,0
Hyakki Yakou,6.36,220,17445,19820,686,4,Doujinshi,3,17,Finished,"Aug  12, 2012 to Dec  31, 2013","[""'Fantasy'"", ""'Supernatural'"", ""'Hentai'""]",Shoujo,Badi,"[""'Takatsu,Z-ton'"", ""'Yanagida,Fumita'"", ""'nenemaru,gozz'"", ""'BANG-YOU'""]",2012-08-12,2013-12-31,0,0,0,0
Social Game Service Shuuryou no Oshirase,6.34,138,17687,29257,325,0,Doujinshi,1,2,Finished,"May  6, 2017","[""'Drama'"", ""'Girls Love'""]",Seinen,Reijin,"[""'Ajiichi'""]",2017-05-06,2017-05-06,0,0,0,0
Kyonyuu Oyako Zukan,6.34,111,17688,29209,326,2,Doujinshi,1,2,Finished,"Nov  1, 2007","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'REDLIGHT'""]",2007-11-01,2007-11-01,0,0,0,0
Yusuraume,6.34,121,17711,30956,284,1,Doujinshi,1,1,Finished,"Apr  30, 2007","[""'Girls Love'"", ""'Romance'"", ""'Slice of Life'""]",Seinen,Comic ExE,"[""'Aoki,Ume'""]",2007-04-30,2007-04-30,0,0,0,0
Kiseki to Amedama,6.33,210,17712,24521,467,0,Doujinshi,1,2,Finished,"Jan  31, 2016","[""'Boys Love'"", ""'Drama'"", ""'Erotica'"", ""'Psychological'""]",Seinen,Comic ExE,"[""'Nishin,Masumi'""]",2016-01-31,2016-01-31,0,0,0,0
Daremo ga Aisaretagari no,6.33,165,17713,28093,355,0,Doujinshi,1,2,Finished,"Oct  23, 2016","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Jumbo,"[""'Rocky'""]",2016-10-23,2016-10-23,0,0,0,0
Koiyami Gladiolus,6.33,213,17714,22807,534,1,Doujinshi,1,2,Finished,"Mar  2, 2014","[""'Girls Love'"", ""'Romance'"", ""'Erotica'"", ""'Hentai'"", ""'School'""]",Seinen,Magazine Cyberia,"[""'Orico'""]",2014-03-02,2014-03-02,0,0,0,0
Otoko no Ko Kanojo♥Classmate♥,6.33,121,17715,28052,356,1,Doujinshi,1,2,Finished,"Mar  9, 2014","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Galette meets,"[""'NemuNemu'""]",2014-03-09,2014-03-09,1,1,0,0
Sweet Erogenous,6.33,153,17716,26733,394,0,Doujinshi,1,2,Finished,"Dec  30, 2004","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Minami,Haruka'""]",2004-12-30,2004-12-30,0,0,0,0
M.A.N.A,6.32,247,17717,21586,592,2,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Hiten'""]",2016-08-14,2016-08-14,0,0,0,0
Hybrid Boy Returns!,6.32,105,17776,31290,277,0,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Boys Love'"", ""'Crossdressing'""]",Seinen,Comic Valkyrie,"[""'Mizuno,Moto'""]",2011-12-31,2011-12-31,0,0,0,0
Megami Sugiru Mama ga Tonari no Oyaji ni Tanetsuke Press Sareteita Ken,6.32,206,17777,24502,468,2,Doujinshi,1,2,Finished,"Feb  25, 2015","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Dozamura'""]",2015-02-25,2015-02-25,0,0,0,0
Shinzui Summer Ver.,6.32,207,17778,16670,908,2,Doujinshi,3,15,Finished,"Aug  28, 2010","[""'Hentai'""]",Shoujo,Galette meets,"[""'Shindo,L'"", ""'Fueta,Kishi'"", ""'Carn,Kurokawa'"", ""'Izumi,Ichitaka'"", ""'Kumoi,Takashi'"", ""'Utamaro,Misasagi'"", ""'Tasuku,Yukiyoshi'"", ""'Mamizu,Jony'"", ""'Mahiruno,Kagerou'"", ""'Kurosawa,Kiyotaka'""]",2010-08-28,2010-08-28,0,0,0,0
Dhezeall,6.32,104,17779,31710,269,1,Doujinshi,1,2,Finished,"Apr  30, 2012","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Pyon-kti,momi'""]",2012-04-30,2012-04-30,0,0,0,0
Marble Chocolate,6.32,178,17801,27581,369,0,Doujinshi,1,1,Finished,"Dec  30, 2008","[""'Girls Love'"", ""'Romance'"", ""'Slice of Life'""]",Seinen,Badi,"[""'Aoki,Ume'""]",2008-12-30,2008-12-30,0,0,0,0
Honeycomb Child dj - Honeycomb Child S,6.32,216,17802,23123,520,0,Doujinshi,1,2,Finished,"Aug  17, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Watanabe,Asia'""]",2008-08-17,2008-08-17,0,0,0,0
Hi♪ Nancy yo♥,6.31,139,17803,29104,329,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Ohtomo,Takuji'""]",2015-12-31,2015-12-31,0,0,0,0
Yuujou wo Oeru to Iukoto,6.31,286,17804,21141,614,2,Doujinshi,1,2,Finished,"May  5, 2015","[""'Boys Love'"", ""'Erotica'"", ""'School'""]",Seinen,Comic Valkyrie,"[""'Rocky'""]",2015-05-05,2015-05-05,0,0,0,0
Yarichin no Ore ga Boukan ni Osowareteta Otonashii Classmate (Kyonyuu) wo Tasukete Kuou to Shitara Gyaku ni Kyokon Futanari Chinpo Sokuochi Shita Toki no Hanashi,6.31,112,17805,27981,358,1,Doujinshi,1,2,Finished,"Dec  28, 2014","[""'Hentai'""]",Seinen,Badi,"[""'Aimaitei,Umami'""]",2014-12-28,2014-12-28,0,0,0,0
Sora no Hate Made,6.31,103,17806,35174,211,0,Doujinshi,1,2,Finished,"Jun  22, 2014","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Yukino,Minato'""]",2014-06-22,2014-06-22,0,0,0,0
3-nen B-gumi Manami Sensei: Futanari Taiiku Kyoushi. Morita Ritsuko (Futanari Teacher: Morita Ritsuko),6.31,458,17807,15726,993,6,Doujinshi,1,2,Finished,"Oct  27, 2012","[""'Hentai'""]",Seinen,Reijin,"[""'Dozamura'""]",2012-10-27,2012-10-27,0,0,0,0
Harawatagatari,6.31,382,17905,15766,989,2,Doujinshi,1,3,Finished,"Aug  12, 2012","[""'Comedy'"", ""'Horror'""]",Shoujo,Badi,"[""'Dowman,Sayman'""]",2012-08-12,2012-08-12,0,0,0,0
