Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Ratakia no Majo: Kasabe Tetsu Tanpenshuu,6.36,215,17541,24850,454,1,1,7,Finished,"Nov  25, 2006 to Apr  19, 2013","['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']",[],"Kasabe, Tetsu (Story & Art)",1,"[1, 0, 0]"
Majogari no Libercinis (Libercinis of the witch hunting),6.36,431,17542,13941,"1,184",1,3,25,Finished,"Nov  25, 2017 to May  7, 2019","['Drama', 'Supernatural']",[],"Tousaka, Akira (Story & Art)",0,"[0, 0, 0]"
Tensei-saki ga Shoujo Manga no Shirobuta Reijou datta,6.36,669,17543,9609,"1,951",3,1,11,Discontinued,"Apr  5, 2018 to Mar  21, 2019","['Comedy', 'Romance', 'Supernatural']",[],"Hanano, Risa (Art), Sakura, Ageha (Story)",0,"[0, 0, 0]"
Saint Seiya: Origin,6.36,193,17544,24873,453,4,Unknown,2,Finished,"Dec  19, 2018 to Jan  19, 2019","['Action', 'Adventure', 'Fantasy']",[],"Kurumada, Masami (Story & Art)",2,"[1, 1, 0]"
Higyaku Danshi Fujisaki-kun (Fujisaki-kun's Prey-ful Life),6.36,122,17545,18306,782,6,3,35,Finished,"May  7, 2018 to Mar  11, 2019","['Comedy', 'Romance']",[],"Wakatsuki, Hikaru (Story & Art)",0,"[0, 0, 0]"
Koibito wa Oni no Hime,6.36,396,17546,9955,"1,867",2,3,21,Finished,"May  8, 2019 to Sep  8, 2021","['Comedy', 'Romance', 'Supernatural']",[],Saho (Story & Art),0,"[0, 0, 0]"
Tokugawa no Mashira (Tokugawa Monkeys),6.36,171,17547,19003,736,2,4,22,Finished,"May  25, 2019 to May  25, 2021",[],"['Historical', 'Martial Arts', 'Samurai']","Fujita, Kakuji (Story & Art)",0,"[0, 0, 0]"
Shiro Madoushi Syrup-san (A White Mage Syrup-san),6.36,454,17548,9028,"2,122",2,Unknown,Unknown,Publishing,"Aug  9, 2019 to ?","['Comedy', 'Fantasy', 'Ecchi']",[],Chilt (Story & Art),1,"[0, 1, 0]"
Keizoku wa Maryoku nari: Hazure Mahou de Isekai Musou,6.36,677,17515,6752,"3,042",3,Unknown,Unknown,Publishing,"Jan  14, 2019 to ?",[],[],"Tsuruyama, Mito (Art), Ricky (Story)",0,"[0, 0, 0]"
[Kyuubo] Suterareteta Dragon Hirotta [Kaikata]: Dragon to Neko no Iru Nichijou,6.36,328,17550,12224,"1,419",0,4,20,Finished,"Nov  7, 2019 to Sep  2, 2021",[],[],"Kitora, Con (Art), Assamu, Tee (Story)",0,"[0, 0, 0]"
Deep Insanity: Nirvana,6.36,154,17551,15815,983,1,6,32,Finished,"Jan  24, 2020 to Mar  25, 2023","['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi']",[],"Shiono, Etorouji (Art), Fukami, Makoto (Story), Kaihou, Norimitsu (Story)",0,"[0, 0, 0]"
Watashi wa Succubus to Kiss wo Shita (I Have Kissed Succubus),6.36,628,17552,10321,"1,790",10,3,22,Finished,"Aug  27, 2020 to Jun  27, 2022","['Girls Love', 'Supernatural']",[],"Shiratama, Mochi (Story & Art)",2,"[1, 0, 1]"
Conveni of the Dead: 100-nichigo ni Kyuujo sareru Conveni Tenin,6.36,351,17553,19028,735,1,1,Unknown,Finished,"Jan  28, 2021","['Drama', 'Supernatural']",[],"Hino, Kentarou (Story & Art)",1,"[0, 1, 0]"
Evil Heroes,6.36,126,17554,20242,660,1,4,36,Finished,"May  27, 2021 to Mar  17, 2022",[],[],"Mitsunaga, Yasunori (Story), Iruka, Yoshimitsu (Art)",0,"[0, 0, 0]"
Aragae! Dark Elf-chan,6.36,334,17555,14695,"1,096",0,Unknown,41,Finished,"Jun  6, 2021 to Mar  13, 2022","['Comedy', 'Fantasy']",[],"Nabe, Yuu (Story & Art)",0,"[0, 0, 0]"
Something Happening,6.36,136,17528,28947,332,0,Unknown,1,Finished,"Jul  31, 2014","['Boys Love', 'Slice of Life']",[],"Ida, Satoko (Story & Art)",0,"[0, 0, 0]"
Ex-Arm,6.36,940,17529,4083,"5,335",25,14,98,Finished,"Feb  18, 2015 to Jun  26, 2019","['Action', 'Sci-Fi']",[],"Komi, Shinya (Art), HiRock (Story)",2,"[1, 1, 0]"
Pan de Peace!,6.36,118,17530,20505,648,4,5,42,Finished,"Aug  27, 2014 to Nov  27, 2017","['Comedy', 'Gourmet', 'Slice of Life']","['CGDCT', 'School']",emily (Story & Art),0,"[0, 0, 0]"
Gantz:G,6.36,7247,17531,1375,"14,965",53,3,18,Finished,"Nov  17, 2015 to Mar  17, 2017",[],[],"Oku, Hiroya (Story), Iizuka, Keita (Art)",7,"[5, 1, 1]"
Boy Meets Girl Girl Meets Boy,6.36,131,17532,26836,390,0,1,11,Finished,"Jul  13, 2009 to Mar  29, 2013",[],[],"Amazume, Ryuta (Story & Art)",0,"[0, 0, 0]"
Juui-san no Oshigoto in Isekai (A Veterinarian in Another World),6.36,1790,17533,3094,"7,043",9,Unknown,Unknown,Publishing,"May  10, 2016 to ?",[],"['Isekai', 'Medical']","hu-ko (Art), Aozora, Choco (Story)",2,"[2, 0, 0]"
Seishun Re:Try (Youth Re:Try),6.36,178,17534,25802,423,1,2,14,Finished,"Apr  21, 2016 to Apr  20, 2017","['Drama', 'Slice of Life']",[],Masayoshi (Story & Art),1,"[1, 0, 0]"
Itoshi no Sakura-san,6.36,412,17535,11001,"1,645",1,3,56,Finished,"Dec  19, 2013 to Sep  25, 2017","['Comedy', 'Slice of Life']",[],"Orihara, Sachiko (Story & Art)",0,"[0, 0, 0]"
Have a Great Sunday,6.36,186,17536,23407,509,1,4,81,Finished,"Dec  22, 2016 to May  22, 2020",[],[],"Ono, Natsume (Story & Art)",0,"[0, 0, 0]"
Space Soldier Karabuki Kenzan!,6.36,210,17537,24498,467,0,Unknown,1,Finished,"Jul  28, 2016","['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",[],"Sugito, Akira (Story & Art)",0,"[0, 0, 0]"
Isekai Goumon-hime (Torture Princess: Fremd Torturchen),6.36,2744,17538,2881,"7,546",25,3,15,Finished,"May  21, 2017 to Aug  21, 2018",[],[],"Ayasato, Keishi (Story), Yamato, Hina (Art)",1,"[1, 0, 0]"
Yumemiru Prima Girl! (Dreaming Prima Girl!),6.36,193,17539,14107,"1,166",1,2,26,Finished,"Feb  19, 2016 to Jan  19, 2018",[],[],"Konbu, Wakame (Story & Art)",0,"[0, 0, 0]"
RAPPA,6.36,922,17479,9117,"2,095",20,2,17,Finished,2007 to  2009,"['Action', 'Fantasy']",[],"Yamada, Sakurako (Art), Kikuchi, Hideyuki (Story)",1,"[1, 0, 0]"
Anata ga Megane wo Hazushitara,6.36,409,17480,17689,826,0,1,5,Finished,2008,[],[],"Kanesada, Yukio (Story & Art)",0,"[0, 0, 0]"
Death/Communication,6.36,112,17481,22798,533,0,4,21,Finished,"Mar  26, 2008 to Oct  26, 2009","['Comedy', 'Fantasy', 'Supernatural', 'Ecchi']",[],"Kaneda, Mario (Story & Art)",0,"[0, 0, 0]"
12-sai kara no Himitsu,6.36,352,17482,15336,"1,032",1,1,5,Finished,2009 to ?,[],[],"Shiina, Chika (Story & Art)",0,"[0, 0, 0]"
Kimi wa Seiya ni Uso wo Tsuku,6.36,1104,17483,9854,"1,892",2,Unknown,1,Finished,"Nov  8, 2010",[],[],"Nagae, Tomomi (Story & Art)",0,"[0, 0, 0]"
Tetsu no Senritsu,6.36,774,17484,13271,"1,270",2,1,3,Finished,Jun  1974 to Feb  1975,"['Action', 'Supernatural']",[],"Tezuka, Osamu (Story & Art)",0,"[0, 0, 0]"
Ume Shigure,6.36,406,17485,19614,697,2,Unknown,10,Finished,"Mar  20, 2006 to Oct  20, 2006","['Comedy', 'Romance']",[],Tsukiko (Story & Art),0,"[0, 0, 0]"
Infinity Game,6.36,647,17486,11044,"1,637",2,2,16,Finished,2010,"['Action', 'Sci-Fi']",[],Aiou (Story & Art),1,"[1, 0, 0]"
Pretty Haru,6.36,481,17487,16095,956,2,3,12,Finished,Sep  2010 to Sep  2011,"['Comedy', 'Romance']",[],"Jung, Hyo-Jin (Story & Art)",1,"[0, 0, 1]"
RKGKMDK,6.36,553,17488,14101,"1,166",5,1,Unknown,Finished,"May  1, 2011",[],[],"Aoki, Ume (Story & Art)",2,"[1, 1, 0]"
Kuro no Kumikyoku,6.36,291,17489,22753,535,0,1,5,Finished,Jan  1983 to Feb  1983,"['Horror', 'Mystery', 'Supernatural']",[],"Matsumoto, Yoko (Story & Art)",0,"[0, 0, 0]"
Itsuwari no Kekkon Yubiwa (Wife by Agreement),6.36,163,17490,29694,313,0,1,1,Finished,2003,[],[],"Makimura, Jun (Art), Lawrence, Kim (Story)",0,"[0, 0, 0]"
Cock Robin wo Korosu no wa,6.36,212,17491,14559,"1,112",3,3,14,Finished,2009 to  2010,"['Drama', 'Mystery', 'Suspense']",[],"Kaname, Ryuu (Story & Art)",1,"[0, 1, 0]"
Tonari no Gokudou-kun,6.36,211,17492,24253,476,1,Unknown,2,Finished,"Oct  12, 2011","['Comedy', 'Slice of Life']",[],"Hozuno, Miyako (Story & Art)",0,"[0, 0, 0]"
Kiryuuin Kaya ni Chi wo Suwareru dake no Kantan na Oshigoto,6.36,2472,17493,3919,"5,540",9,3,16,Finished,"Dec  9, 2011 to Mar  9, 2013","['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Vampire']","Sanshoku, Amido. (Story & Art)",2,"[0, 1, 1]"
Kiss Shite! Esper Girl,6.36,138,17494,28707,338,0,1,5,Finished,2002,"['Comedy', 'Romance', 'Supernatural']",[],"Yagami, Chitose (Story & Art)",0,"[0, 0, 0]"
Muni-Kiss,6.36,321,17495,21140,614,2,Unknown,1,Finished,2012,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",[],"Nakayama, Miyuki (Story & Art)",0,"[0, 0, 0]"
Senran Kagura: Spark!,6.36,625,17496,9502,"1,988",8,1,7,Finished,"Aug  19, 2011 to Feb  17, 2012","['Action', 'Adventure', 'Supernatural', 'Ecchi']","['Martial Arts', 'School']","Takaki, Kenichirou (Story), Tanabe, Kyou (Art)",0,"[0, 0, 0]"
Peace no Oshigoto,6.36,305,17497,23185,517,0,Unknown,1,Finished,"Apr  25, 2011","['Comedy', 'Romance']",[],"Igarashi, Aguri (Art), Kubota, Makoto (Story)",1,"[0, 1, 0]"
Never Complex,6.36,500,17498,13102,"1,294",1,1,6,Finished,2011,"['Boys Love', 'Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",[],"Aoi, Levin (Story & Art)",1,"[0, 1, 0]"
Nibun no Ichi,6.36,153,17499,31231,278,0,Unknown,1,Finished,2012,[],[],"Shimokitazawa, Mitsuo (Story & Art)",0,"[0, 0, 0]"
Shoujo Satellite,6.36,212,17500,21831,579,0,2,22,Finished,"Dec  12, 2011 to May  22, 2013","['Comedy', 'Girls Love', 'Sci-Fi', 'Slice of Life']",[],Hami (Story & Art),1,"[0, 1, 0]"
Hand-in-Hand Lovers,6.35,401,17569,19958,678,1,Unknown,1,Finished,2004,[],[],"Mikihashi, Ai (Story & Art)",0,"[0, 0, 0]"
Hone no Oto,6.35,357,17570,17668,827,0,1,6,Finished,1990,[],[],"Iwaaki, Hitoshi (Story & Art)",1,"[0, 1, 0]"
Garouden,6.35,520,17571,13702,"1,215",7,1,14,Finished,Feb  1989 to Apr  1990,[],[],"Yumemakura, Baku (Story), Taniguchi, Jiro (Art)",1,"[0, 1, 0]"
Bloodline,6.35,155,17572,19007,736,3,Unknown,Unknown,Publishing,Aug  2009 to ?,"['Action', 'Drama', 'Fantasy', 'Supernatural']",[],Aiou (Story & Art),1,"[0, 1, 0]"
Genshoku Tsundere Danshi. Ikenai Sensei,6.35,840,17573,9916,"1,877",1,1,5,Finished,"Aug  10, 2009",[],[],"Kanou, Noriko (Story & Art), Kuramochi, Mari (Story & Art), Yuzuki, Jun (Story & Art), Mikimoto, Rin (Story & Art), Aikawa, Hiro (Story & Art)",0,"[0, 0, 0]"
Boukenkyou Jidai,6.35,175,17574,19865,683,1,1,5,Finished,"Jan  12, 1951 to Aug  1953",[],[],"Tezuka, Osamu (Story & Art)",1,"[0, 0, 1]"
NASA,6.35,1036,17575,8416,"2,325",3,1,12,Finished,1988,[],[],"Urasawa, Naoki (Story & Art)",2,"[2, 0, 0]"
Otomegokoro no Jiyuugata,6.35,287,17576,21328,605,0,1,7,Finished,"Oct  25, 2010 to ?",[],[],"Akidzuki, Wataru (Story & Art)",0,"[0, 0, 0]"
Glass Bijin,6.35,734,17577,12798,"1,334",0,Unknown,1,Finished,"Nov  14, 2009",[],[],"Sugi, Shippo (Story & Art)",0,"[0, 0, 0]"
Ano Koro ni Aitai,6.35,117,17578,32702,250,1,3,12,Finished,1987 to ?,"['Romance', 'Slice of Life']",[],"Kouno, Yuuko (Story & Art)",1,"[1, 0, 0]"
Mermaid Syndrome,6.35,128,17579,29663,314,1,1,4,Finished,"Sep  17, 2009","['Fantasy', 'Romance']",[],"Kamata, Kimiko (Story & Art)",1,"[0, 1, 0]"
Tokyo Girls Destruction,6.35,1278,17580,5666,"3,699",17,3,15,Finished,"May  10, 2011 to Sep  10, 2012","['Action', 'Drama', 'Mystery']","['Martial Arts', 'Psychological', 'School']","Betten, Court (Story & Art)",3,"[2, 1, 0]"
Tsubame: Hidamari Shoujo Kikou,6.35,127,17581,27813,362,0,1,12,Finished,"Sep  19, 2006 to Aug  18, 2007",[],[],"Matsumoto, Noriyuki (Story & Art)",0,"[0, 0, 0]"
Hiiro no Marionetta,6.35,378,17582,16766,898,2,1,5,Finished,2010,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",[],"Akane, Kotetsu (Story & Art)",0,"[0, 0, 0]"
The Animal Sacrifice,6.35,116,17583,34366,223,1,Unknown,1,Finished,2011,"['Drama', 'Supernatural']",[],"Ichiro, Rin (Story & Art)",0,"[0, 0, 0]"
Arata naru Sekai: Kako-hen,6.35,198,17584,15037,"1,061",1,1,4,Finished,"Oct  20, 2012",[],[],"Ooiwa, Kenji (Art), Iruma, Hitoma (Story)",0,"[0, 0, 0]"
Fermer Mardi,6.35,196,17585,27030,384,2,Unknown,1,Finished,2010,"['Action', 'Horror', 'Supernatural']",[],"Kirino, Hajime (Story & Art)",0,"[0, 0, 0]"
MaMaMa: Mahou Iinchou Mako-chan Mahou Shidou (MaMaMa: Magical Director Mako-chan's Magical Guidance),6.35,104,17586,26937,387,1,1,16,Finished,"Jun  19, 2010 to Sep  20, 2011",[],[],"Inui, Takemaru (Story & Art)",1,"[1, 0, 0]"
Angel/Dust,6.35,2075,17605,5144,"4,121",20,1,9,Finished,"Apr  10, 2000 to Dec  9, 2000","['Fantasy', 'Girls Love']",[],"Nanase, Aoi (Story & Art)",4,"[4, 0, 0]"
Plastic Little (Plastic Little: Captain's Log),6.35,935,17606,9737,"1,923",5,1,5,Finished,"Mar  26, 1993 to Jan  26, 1994","['Action', 'Adventure', 'Sci-Fi', 'Ecchi']",[],"Yoshimoto, Kinji (Story), Urushihara, Satoshi (Story & Art)",2,"[1, 1, 0]"
Mugen no Ryvius (Infinite Ryvius),6.35,115,17607,24077,483,2,2,10,Finished,"Dec  18, 1999 to Sep  18, 2000","['Adventure', 'Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Psychological']","Yatate, Hajime (Story), Kuroda, Yousuke (Story), Kurihashi, Shinsuke (Art)",0,"[0, 0, 0]"
"Kuraku Naru made Matenai (A Hot, Romantic Night)",6.35,748,17608,12213,"1,420",0,1,4,Finished,2006,"['Comedy', 'Romance', 'Supernatural']",[],"Yoshihara, Yuki (Story & Art)",0,"[0, 0, 0]"
Bokura no Henbyoushi,6.35,425,17609,15847,980,3,1,7,Finished,"Sep  8, 1992 to Jun  25, 1994",[],[],"Toume, Kei (Story & Art)",0,"[0, 0, 0]"
Snow White '94,6.35,180,17610,28862,334,1,Unknown,1,Finished,Not available,"['Comedy', 'Drama', 'Fantasy']",[],"Aihara, Miki (Story & Art)",0,"[0, 0, 0]"
Ikioku,6.35,301,17611,21871,576,0,1,2,Finished,"Feb  25, 2004 to Dec  25, 2004",[],[],"Nihonbashi, Yowoko (Story & Art)",1,"[0, 1, 0]"
Dear Wolf,6.35,277,17612,22328,555,0,Unknown,1,Finished,Not available,"['Fantasy', 'Mystery', 'Romance']",[],"Asagiri, Yuu (Story & Art)",0,"[0, 0, 0]"
Let's Go Tengoku,6.35,155,17613,29541,317,0,Unknown,1,Finished,"Jul  16, 2005","['Comedy', 'Girls Love']",[],"Izumi, Yuu (Story & Art)",0,"[0, 0, 0]"
Katekin,6.35,704,17614,6364,"3,246",10,10,90,Finished,"Jun  26, 2006 to May  26, 2008","['Comedy', 'Drama', 'Romance', 'Ecchi']",[],"Ojiro, Makoto (Story & Art)",2,"[1, 1, 0]"
Super Mario-kun (Super Mario: Manga Mania),6.35,317,17615,14741,"1,091",31,Unknown,Unknown,Publishing,"Jul  27, 1991 to ?","['Adventure', 'Comedy', 'Fantasy']",[],"Sawada, Yukio (Story & Art)",2,"[0, 0, 2]"
Yume no Q-saku,6.35,385,17616,15554,"1,010",3,1,12,Finished,Apr  2000,"['Avant Garde', 'Horror']",[],"Maruo, Suehiro (Story & Art)",1,"[0, 1, 0]"
Mahoui Neko to Ibarahime (The Enchantress's Kitty),6.35,192,17617,23667,499,0,1,6,Finished,"May  19, 2005 to Oct  30, 2015","['Fantasy', 'Girls Love', 'Sci-Fi']",[],"Moriyama, Daisuke (Story & Art)",0,"[0, 0, 0]"
Teddy Bear Paradise,6.35,140,17618,32267,258,0,1,Unknown,Finished,Feb  1993,"['Comedy', 'Romance']",[],"Kuriki, Shouko (Story & Art)",1,"[0, 1, 0]"
Witch,6.35,251,17619,23974,487,0,Unknown,1,Finished,2008,"['Drama', 'Girls Love']",[],Chi-Ran (Story & Art),0,"[0, 0, 0]"
Truth of a Lily,6.35,281,17620,24000,486,2,Unknown,1,Finished,Not available,"['Drama', 'Fantasy', 'Romance']",[],Misha (Story & Art),0,"[0, 0, 0]"
Osananajimi no S-kyuu Party kara Tsuihou sareta Seijuutsukai. Bannou Shien Mahou to Nakama wo Fuyashite Saikyou e!,6.35,454,17621,9182,"2,074",3,Unknown,Unknown,Publishing,"May  13, 2021 to ?","['Adventure', 'Fantasy']",[],"Kuroda, Takayoshi (Art), Kanaritsu (Story)",0,"[0, 0, 0]"
"D-kyuu Boukensha no Ore, Nazeka Yuusha Party ni Kanyuu sareta Ageku, Oujo ni Tsukimatowareteru (D Rank Adventurer Invited by a Brave Party and the Stalking Princess)",6.35,788,17591,6532,"3,156",7,Unknown,Unknown,Publishing,"Oct  15, 2021 to ?","['Adventure', 'Comedy', 'Fantasy']",[],"Tachitsu, Teto (Art), Shiroao, Toraneko (Story)",2,"[1, 1, 0]"
The Most Ordinary Girl,6.35,105,17623,28270,350,1,Unknown,55,Finished,"Dec  30, 2020 to Dec  9, 2021","['Romance', 'Supernatural']",[],Chogori (Story & Art),0,"[0, 0, 0]"
It Was All a Mistake,6.35,456,17624,9832,"1,897",2,Unknown,130,Finished,"Nov  20, 2020 to Feb  1, 2024","['Fantasy', 'Romance']",[],"Gwaaen (Story), Mimba (Art)",1,"[0, 0, 1]"
"As You Wish, My Lady",6.35,193,17625,20095,670,1,Unknown,81,Finished,"Oct  23, 2020 to Nov  26, 2021",[],[],"Yoo, Songjoo (Story), Blanc Fika (Art)",1,"[0, 0, 1]"
Boku wa Ayashii Kimi no Mono,6.35,361,17626,9989,"1,855",3,Unknown,Unknown,Finished,"Sep  13, 2022 to Jun  18, 2024","['Comedy', 'Romance', 'Supernatural', 'Ecchi']",[],"Akagi, Asahito (Story & Art)",1,"[0, 1, 0]"
Kaminaki Sekai no Oneechan Katsudou (The Godless World of Oneechan),6.35,168,17596,14618,"1,105",3,Unknown,Unknown,Publishing,"Nov  25, 2022 to ?","['Action', 'Comedy', 'Fantasy']",[],"Akashiro, Aoi (Story), Hayami, Tokisada (Art)",0,"[0, 0, 0]"
Yani Neko,6.35,140,17628,18130,793,8,Unknown,Unknown,Publishing,"Feb  20, 2023 to ?",[],[],Nyannyan Factory (Story & Art),0,"[0, 0, 0]"
Saitei Chara ni Tensei shita Ore wa Ikinokoritai,6.35,106,17629,20928,624,0,Unknown,Unknown,Publishing,"Apr  22, 2023 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation', 'Video Game']","Shimotsuki, Hyouka (Story), Umashi (Art)",0,"[0, 0, 0]"
100-nen no Oshi,6.35,308,17599,11282,"1,586",3,Unknown,Unknown,Publishing,"Feb  3, 2023 to ?","['Comedy', 'Romance']","['Harem', 'Idols (Female)']","Nanbu, Zeroichi (Story & Art)",1,"[1, 0, 0]"
"Shoujo, Shoujo, Shoujo nano.",6.35,390,17592,14658,"1,100",0,1,6,Finished,"Aug  5, 2006 to Aug  23, 2014",[],[],"Sato, Zakuri (Story & Art)",1,"[0, 1, 0]"
Kaidan Nikki (Ghost Diary),6.35,577,17593,10232,"1,807",37,3,16,Finished,"Jul  26, 2014 to Oct  27, 2015",[],[],"Seijuu, Natsumegu (Story & Art)",3,"[1, 1, 1]"
Shinigami Hakushaku wa Yuuutsu,6.35,224,17594,24663,461,0,Unknown,1,Finished,"Nov  22, 2013",[],[],"Yajima, Toki (Story & Art)",0,"[0, 0, 0]"
Minpou Kaisei: Nihon wa Ipputasaisei ni Natta,6.35,228,17595,18728,753,3,6,42,Finished,"Jun  26, 2015 to Jan  12, 2018","['Drama', 'Romance']",[],"Akahori, Satoru (Story), Takeuchi, Sakura (Art)",1,"[0, 1, 0]"
Himekishi-san to Orc (The Princess Knight and the Kind Orc),6.35,129,17596,20142,667,1,3,19,Finished,"Mar  31, 2015 to Mar  9, 2018","['Comedy', 'Fantasy', 'Romance']",[],BLZ (Story & Art),0,"[0, 0, 0]"
Iwaihime,6.35,150,17597,15911,974,0,2,9,Finished,"Sep  25, 2015 to Jul  25, 2016","['Horror', 'Supernatural']",[],"Ryukishi07 (Story), Tanaka, Tomo (Art)",0,"[0, 0, 0]"
Uchuu Shounen Bulge,6.35,230,17598,21672,587,1,Unknown,1,Finished,"Aug  12, 2008","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",[],"Horikoshi, Kouhei (Story & Art)",0,"[0, 0, 0]"
Sakura*Nadeshiko,6.35,131,17599,21734,584,4,3,26,Finished,"Aug  27, 2015 to Nov  27, 2017","['Girls Love', 'Ecchi']",[],"Haga, Yui (Story & Art)",1,"[1, 0, 0]"
Gyugyutto Takahashi (Glamorous Gathering Takahashi),6.35,277,17608,22295,557,1,1,25,Finished,"May  15, 2013 to Dec  15, 2018",[],[],"Takahashi, Hirona (Story & Art)",0,"[0, 0, 0]"
Jaryuu Tensei (The Reincarnated Evil Dragon),6.35,5397,17601,1194,"16,554",42,7,48,Finished,"Aug  24, 2016 to Apr  26, 2023","['Adventure', 'Comedy', 'Fantasy']",[],"Hashimoto, Yuushi (Art), Seto, Meguru (Story)",5,"[2, 1, 2]"
Innocent Devil,6.35,875,17602,6650,"3,092",16,4,18,Finished,"Nov  22, 2016 to Apr  21, 2018","['Action', 'Horror', 'Supernatural']",[],"Souichirou (Art), Nakamura, Moto (Story)",2,"[1, 0, 1]"
Pokemon the Movie XY&Z: Volcanion to Karakuri no Magiana,6.35,194,17603,22131,564,2,1,6,Finished,"Mar  15, 2016 to Jul  15, 2016","['Adventure', 'Fantasy']",[],"Kawamoto, Kemon (Art)",0,"[0, 0, 0]"
Black Lily to Shirayuri-chan (Black Lily and White Lily),6.35,626,17604,9875,"1,887",10,4,23,Finished,"Oct  12, 2016 to Aug  10, 2018","['Comedy', 'Girls Love']",[],"Ootori, Mahiro (Story & Art)",0,"[0, 0, 0]"
Hajimari no Haru,6.35,373,17587,19582,699,1,Unknown,1,Finished,"Mar  5, 2013",[],[],Aruto (Story & Art),1,"[1, 0, 0]"
Shirokuro-kun to Anzu-chan.,6.35,547,17588,12922,"1,319",1,1,5,Finished,"Nov  15, 2013 to Mar  20, 2014",[],[],"Momoi, Sumire (Story & Art)",0,"[0, 0, 0]"
Chissai Shitsuren,6.35,167,17589,29660,314,1,Unknown,1,Finished,"Nov  25, 2013",[],[],"Kuwayoshi, Asa (Story & Art)",0,"[0, 0, 0]"
Henshin,6.35,233,17590,19005,736,26,1,5,Finished,"Apr  1, 2008",[],[],"Kafka, Franz (Story), Variety Art Works (Art)",0,"[0, 0, 0]"
Strange Babys,6.35,254,17591,19117,729,0,1,5,Finished,"Sep  18, 2012 to May  18, 2013","['Drama', 'Girls Love']",[],"Oosawa, Yayoi (Story & Art)",0,"[0, 0, 0]"
Guruguru Circus,6.35,478,17556,16027,963,2,Unknown,1,Finished,"Jul  21, 2015","['Action', 'Horror', 'Mystery', 'Supernatural']",[],"Yomoyama, Takashi (Story & Art)",1,"[0, 1, 0]"
Kokuei no Junk (Junk the Black Shadow),6.35,686,17557,7281,"2,766",4,Unknown,Unknown,Publishing,"May  7, 2017 to ?","['Action', 'Fantasy']",[],"Nakao, Takuya (Story & Art)",1,"[0, 1, 0]"
Houkago Melancholy (Afterschool Melancholy),6.35,217,17558,23307,512,2,1,4,Finished,"Aug  12, 2017 to Nov  13, 2017",[],[],"Matsumoto, Kaori (Story & Art)",0,"[0, 0, 0]"
Shoujikimono ga Baka wo Miru,6.35,150,17559,28065,355,0,Unknown,1,Finished,"Jan  27, 2018",[],[],Taamo (Story & Art),0,"[0, 0, 0]"
Yume no Naka de Kimi wo Sagashite,6.35,154,17560,18308,781,1,1,13,On Hiatus,"Jan  18, 2018 to Jan  18, 2019","['Drama', 'Girls Love']",[],"Oryuu, Aya (Story & Art)",0,"[0, 0, 0]"
Eden,6.35,566,17561,12664,"1,354",5,3,22,Finished,"May  27, 2014 to Apr  25, 2016","['Action', 'Drama', 'Fantasy']",[],"Kawatsu, Ryuuichi (Story), Tsuruoka, Nobuhisa (Art)",2,"[0, 2, 0]"
Twin Peach,6.35,134,17562,30187,302,0,Unknown,1,Finished,"Dec  31, 2016","['Action', 'Fantasy']",[],"Shindou, Masaoki (Story & Art)",0,"[0, 0, 0]"
Yuki-neechan no Kannou-gokko.,6.35,672,17563,6134,"3,389",8,5,30,Finished,"Sep  25, 2018 to Oct  1, 2021","['Romance', 'Ecchi']",[],"Suga, Atsushi (Story & Art)",0,"[0, 0, 0]"
Kimi wa Mada Torikago no Naka,6.35,1021,17564,10675,"1,710",6,Unknown,1,Finished,"Nov  7, 2017","['Drama', 'Girls Love']","['Psychological', 'School']",Hakuri (Story & Art),2,"[2, 0, 0]"
Ore wa Inu dewa Arimasen!,6.35,584,17565,8338,"2,352",1,4,47,Finished,"May  1, 2018 to May  11, 2019","['Comedy', 'Romance', 'Ecchi']",[],"Amezawa, Mokke (Story & Art)",0,"[0, 0, 0]"
Koi wa Ii kara Nemuritai!,6.35,2300,17566,2991,"7,255",29,2,15,Finished,"Jun  27, 2019 to Aug  26, 2022",[],[],Shiharu (Story & Art),2,"[1, 1, 0]"
Engan no Cyclops,6.35,834,17567,12438,"1,385",2,Unknown,1,Finished,"Dec  21, 2020",[],[],"Usazaki, Shiro (Art), Ishikawa, Osamu (Story)",1,"[0, 1, 0]"
Kekkon made Ecchi wa Kinshi!?: Nengan no Shoya wo Makaeta Futari no Ohanashi.,6.35,339,17568,19545,702,0,1,8,Finished,"Nov  1, 2018 to Sep  6, 2019","['Drama', 'Romance']",[],"Toyama, Monaka (Story), Kazamachi, Ito (Art)",0,"[0, 0, 0]"
